facility,id,lat,lon,year,month,cases,population,time
Sr_Marthas_Health_Centre,hwx0GuqLuBN,-14.38531,35.53555,2025,1,89.0,18.37363052368164,2025-01
St_Annes_Health_Centre,fA5VQVs3L2A,-10.41184,34.21188,2025,1,88.0,24.277523040771484,2025-01
St_Johns_of_God_Mental_Hospital,Q9p5l8Liv8c,-11.45571,34.01381,2025,1,1.0,37.71056365966797,2025-01
St_Josephs_Mission_Hospital_(Nguludi),jm5VShYSJ35,-15.80173,35.16825,2025,1,166.0,62.322879791259766,2025-01
St_Josephs_Mitengo_Health_Centre,plC4nwLdlbf,-16.11123,35.24591,2025,1,352.0,56.845890045166016,2025-01
St_Martins_Molere_Health_Centre,POK4qrJEUda,-16.21758,35.13552,2025,1,1294.0,28.383363723754883,2025-01
St_Mary's_Community_Hospital,iwNUT99k69Z,-14.5422193,35.1821163,2025,1,14.0,11.753284454345703,2025-01
St_Montfort_Hospital_(CHAM),a8NecI8jzqL,-16.25716,34.86831,2025,1,11.0,40.37989044189453,2025-01
St_Patricks_Health_Centre_(Rumphi),F5rBhJR8YzL,-11.02297,33.87319,2025,1,5.0,26.804540634155273,2025-01
St_Vincent_Health_Centre_(Chadzunda),q4hK217Rtbr,-15.91421,34.94984,2025,1,85.0,34.64629364013672,2025-01
St._Andrews_Community_Hospital,WEXi1SR3Ps6,-13.03263,33.67114,2025,1,478.0,26.19723892211914,2025-01
St._Annes_Mission_Hospital,pqKNCtpevif,-12.92747,34.29554,2025,1,174.0,54.75786209106445,2025-01
St._Clara_Health_Centre,cYi9ukX5eZt,-9.9776826,33.4102447,2025,1,411.0,3.379734992980957,2025-01
St._Cynthia,OTusRSmKQ88,-9.6600973,33.320541,2025,1,126.0,1.14854097366333,2025-01
St._Denis_Health_Centre,obFyUFNJPUm,-12.9953214,33.3779012,2025,1,122.0,10.460844993591309,2025-01
St._Faith_Health_Centre,TfUBwEL4ESW,-12.92886,33.7952,2025,1,466.0,5.952622890472412,2025-01
St._Gabriel_Mission_Hospital,M438IpmrFy5,-13.98418,33.35128,2025,1,277.0,62.885276794433594,2025-01
St._Johns_Mission_Hospital,DJ8gHyjgiVL,-11.45161,34.02806,2025,1,193.0,40.63317108154297,2025-01
St._Lukes_Mission_Hospital,rohhSzKgCbr,-15.20914,35.35291,2025,1,986.0,50.98003387451172,2025-01
St._Martin_Mission_Hospital,RfcuOXpbcam,-14.34759,35.29375,2025,1,99.0,19.635282516479492,2025-01
St._Peters_Mission_Hospital,rLCi8itMAng,-12.06492,34.73621,2025,1,72.0,20.276521682739258,2025-01
St._Robert_Health_Centre,eGllm1lpNxM,-15.4117893,35.4436095,2025,1,77.0,2.5540220737457275,2025-01
State_House_Dispensary,CKRqkhgVqwJ,-15.38153,35.31027,2025,1,2.0,50.2498893737793,2025-01
Sukasanje_Health_Centre,pix1qzSosTb,-15.93038,35.76603,2025,1,476.0,28.772056579589844,2025-01
Tcharo_Health_Centre,BU7rorTM59N,-10.96193,34.22225,2025,1,89.0,11.168128967285156,2025-01
Tembwe_Health_Centre,tfkK9FkHh3n,-13.901216,33.062315,2025,1,5188.0,40.3175163269043,2025-01
Tengani_Health_Centre,O4OnTZDe6YW,-16.73308,35.27015,2025,1,414.0,20.402631759643555,2025-01
Thabilo_Dispensary,xRXGSnovdM0,-10.305118,34.0632451,2025,1,33.0,2.810741901397705,2025-01
Thambani_Health_Centre,OfoB1qVuiwI,-15.72609,34.39953,2025,1,3215.0,32.277488708496094,2025-01
Thavite_Health_Centre,or37YlPVkxQ,-13.498,34.26122,2025,1,826.0,46.94190979003906,2025-01
Thekerani_Rural_Hospital,INxuyEdPFCm,-16.32104,35.20741,2025,1,1176.0,40.062522888183594,2025-01
Thembe_Health_Centre,Y06YIhXv9wY,-16.08703,35.43417,2025,1,628.0,24.768924713134766,2025-01
Therere_Health_Centre,VieZrqCiWbp,-16.36776,34.682238,2025,1,106.0,15.786334991455078,2025-01
Thomas_Health_Centre,TKKQUXqRrrr,-16.02878,34.97881,2025,1,86.0,29.064714431762695,2025-01
Thondwe_Health_Centre,WSD1egGlSlf,-15.48458,35.23696,2025,1,3726.0,29.413240432739258,2025-01
Thonje_Health_Centre,V75SGRWLZNR,-13.72624,34.23725,2025,1,777.0,15.225485801696777,2025-01
Thuchila_Health_Centre,xIfDdYzRS5G,-15.91917,35.36119,2025,1,792.0,41.093204498291016,2025-01
Thumbwe_Health_Centre,tlDXiuRLOpw,-15.76823,35.24849,2025,1,715.0,39.900421142578125,2025-01
Thunduwike_Health_Centre,O6DhPzoQAUm,-11.17665,33.57636,2025,1,212.0,7.0540080070495605,2025-01
Thunga_Health_Centre,RCNInuIslmh,-16.00096,35.06532,2025,1,52.0,13.64037036895752,2025-01
Thyolo_District_Hospital,Obpw5vLlCtg,-16.06937,35.14806,2025,1,1984.0,16.80381965637207,2025-01
Trinity_-_Fatima_Hospital,iRQXiwCxsE8,-16.41919,35.17154,2025,1,65.0,33.72065734863281,2025-01
Tsangano_Health_Centre,rLjop5TPyxt,-15.17401,34.61117,2025,1,172.0,16.956621170043945,2025-01
Tsoyo_Dispensary,NZE1wxbWvTa,-14.08098,34.16138,2025,1,799.0,24.807035446166992,2025-01
Tukombo_Health_Centre,WzvT614Stek,-12.083223,34.054283,2025,1,603.0,7.300879955291748,2025-01
Tulonkhondo_Health_Centre,UDVA59g76b9,-15.7496,34.52277,2025,1,734.0,16.449914932250977,2025-01
Ukwe_Health_Centre,Q8nVnVo1NOY,-13.82586,33.60129,2025,1,2683.0,22.402978897094727,2025-01
Ulongwe_Health_Centre,GlTM0PVLNMX,-14.86247,35.17734,2025,1,116.0,35.93272018432617,2025-01
Usisya_Health_Centre,Wh3m13Uzsn7,-11.2394,34.20941,2025,1,536.0,12.749613761901855,2025-01
Utale_1_Health_Centre,uKJ1hfxCykV,-15.17774,35.06424,2025,1,39.0,15.67551326751709,2025-01
Utale_2_Health_Centre,cPO0zV087kQ,-14.930853,35.239334,2025,1,95.0,1.9620440006256104,2025-01
Vibangalala_Dispensary,BtjLFnqUPEj,-12.23433,33.48619,2025,1,2293.0,8.984148979187012,2025-01
Vizara_Dispensary,duwtTjuHUih,-11.66656,34.26115,2025,1,489.0,12.05580997467041,2025-01
Wandikweza_Health_Centre,YWpsZDMTUed,-13.435191,33.617826,2025,1,2604.0,16.919679641723633,2025-01
Waruma_Health_Post,uBmhSlPGXCC,-15.77085,35.55093,2025,1,90.0,17.543502807617188,2025-01
Wenya_Health_Centre,M7TlHaVIPLz,-10.11286,33.56344,2025,1,884.0,7.954195976257324,2025-01
Wiliro_Health_Centre,kUmwU0N12O7,-9.89312,33.61404,2025,1,1494.0,17.244211196899414,2025-01
Wimbe_Health_Centre,bPKUlNCxhvT,-12.99126,33.68694,2025,1,1529.0,13.877631187438965,2025-01
World_Medical_Fund_,bLAoLBIwbSn,-12.91536,34.28338,2025,1,116.0,10.312911987304688,2025-01
Zalewa_Dispensary,NW5K84KJ4xp,-15.44995,34.8504,2025,1,638.0,43.659542083740234,2025-01
Zilindo_Health_Centre,P3bvgqs7mIQ,-15.3805,35.3013,2025,1,333.0,34.105098724365234,2025-01
Zingwangwa_Urban_Health_Centre,gTkYqxfVTM0,-15.8214,35.01197,2025,1,174.0,113.4292221069336,2025-01
Zoa_Health_Centre,iaUfnrbzQ9d,-16.23764,35.19992,2025,1,3007.0,22.032264709472656,2025-01
Zolozolo_Health_Centre,B9FD1zCgB3t,-11.43551,34.02417,2025,1,445.0,71.02387237548828,2025-01
Zomba_Central_Prison_Clinic,A8FCrw9vdEI,-15.39611,35.31248,2025,1,30.0,55.30758285522461,2025-01
Zunga_Health_Centre,WkVlxvzEcpC,-10.84628,34.21231,2025,1,79.0,15.831133842468262,2025-01
